PRENOTAZIONE_MUDE|PRENOTAZIONE_DATA|CONF_PRENOTAZIONE_MUDE|CONF_PRENOTAZIONE_DATA|RICHIESTA_MUDE|DESC_STATO_ISTANZA|RICHIESTA_DATA|RICHIESTA_COMUNE|LIVELLO_OPERATIVO|TIPO_INTERVENTO|CONTIENE_RURALE_STRUMENTALE|CONCESSIONE_CUP|CONCESSIONE_DATA|SAL_ZERO_MUDE|SAL_ZERO_DATA|SAL_INIZIALE_MUDE|SAL_INIZIALE_DATA|SAL_INT_1_MUDE|SAL_INT_1_DATA|SAL_INT_2_MUDE|SAL_INT_2_DATA|SAL_FINALE_MUDE|SAL_FINALE_DATA|SOL_UNICA_MUDE|SOL_UNICA_DATA|FINE_LAVORI_DATA|GEO_LON|GEO_LAT|GEO_CON
0803800300000153822013|20/01/2014|||0803800300000458162015|ACCETTATA DA PA|28/06/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||11,3666414782029|44,8965379376315|0
0803800300000277042014|12/08/2014|||0803800300000460632015|ACCETTATA DA PA|20/03/2015|BONDENO|E1|DIRETTO|S|C25C15001230001|11/11/2015|||0803800300000707822015|04/12/2015|0803800300000723012015|12/02/2016|0803800300000778582016|11/05/2016||||||11,3743721801649|44,9347006733125|0
0803800300000213042014|08/08/2014|||0803800300000462072015|ACCETTATA DA PA|16/02/2016|BONDENO|E2|DIRETTO|S||||||||||||||||11,3764657425134|44,8341956683065|0
0803800300000191532014|07/02/2014|||0803800300000464012015|ACCETTATA DA PA|23/02/2015|BONDENO|E3|DIRETTO|S|C25C15000710008|20/05/2015|0803800300000598532015|18/06/2015|0803800300000736782015|24/02/2016|0803800300000783742016|17/05/2016|0803800300000847002016|07/07/2016||||||11,4626475|44,8331132|999
0803800300000181982014|03/02/2014|||0803800300000467132015|ACCETTATA DA PA|27/07/2015|BONDENO|E3|DIRETTO|S|C25C16000510008|05/05/2016|||0803800300000881372016|30/08/2016||||||||||11,4230043|44,8862233|999
0803800300000180952014|03/02/2014|||0803800300000468672015|ACCETTATA DA PA|03/04/2015|BONDENO|E2|DIRETTO|S|C25C15001290008|17/12/2015|0803800300000778332016|18/04/2016||||||||||||11,3743721801649|44,9347006733125|0
0803800300000191612014|07/02/2014|||0803800300000469002015|ACCETTATA DA PA|13/03/2015|BONDENO|E1|DIRETTO|S|C25C15001020008|04/08/2015|0803800300000644362015|15/09/2015|0803800300000722842015|08/02/2016|0803800300000767722016|15/04/2016|0803800300000820672016|18/04/2016||||||11,4188668979117|44,8805499822807|0,167
0803800300000190332014|10/02/2014|||0803800300000471922015|ACCETTATA DA PA|11/07/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,3241242134003|44,8772834118547|0,1
||||0803800300000472252015|ACCETTATA DA PA|15/12/2015|BONDENO|E3|DIRETTO|S|C25C16000230008|15/03/2016||||||||||||||11,4080466008385|44,9279959614188|0
||||0803800300000472612015|ACCETTATA DA PA|07/07/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,3241242134003|44,8772834118547|0,1
0803800300000168912014|30/01/2014|||0803800300000472832015|ACCETTATA DA PA|03/03/2015|BONDENO|E1|DIRETTO|S|C25C16000440008|27/04/2016|0803800300000834622016|20/05/2016||||||||||||11,296668104392|44,9143701740347|0,1
0803800300000200632014|26/02/2014|||0803800300000473232015|ACCETTATA DA PA|16/02/2016|BONDENO|E1|DIRETTO|NO|C25C16000650001|15/06/2016|0803800300000876862016|22/08/2016||||||||||||11,392054733591|44,8958295511245|0
0803800300000218582014|15/07/2014|||0803800300000473782015|ACCETTATA DA PA|10/03/2015|BONDENO|E3|DIRETTO|S|C25C15000920008|29/06/2015|0803800300000623782015|29/07/2015|0803800300000803032016|25/05/2016|0803800300000857132016|14/07/2016||||||||11,4423786453924|44,8679430846905|0
0803800300000216032014|09/07/2014|||0803800300000475472015|ACCETTATA DA PA|07/05/2015|BONDENO|E2|DIRETTO|NO|C25C16000030001|18/01/2016|0803800300000753872016|17/03/2016||||||||||||11,3743721801649|44,9347006733125|0
0803800300000218682014|15/07/2014|||0803800300000475812015|ACCETTATA DA PA|30/12/2015|BONDENO|E3|DIRETTO|S|C25C16000470001|28/04/2016|0803800300000835222016|17/05/2016||||||||||||11,3659045804866|44,8654866393299|0
0803800300000144942013|20/01/2014|||0803800300000475972015|ACCETTATA DA PA|28/12/2015|BONDENO|E3|DIRETTO|S|C25C16000250008|31/03/2016|0803800300000825252016|05/05/2016|0803800300000869422016|26/08/2016||||||||||11,3806580612364|44,9526450548828|0
0803800300000174902014|30/01/2014|||0803800300000476492015|ACCETTATA DA PA|10/12/2015|BONDENO|E1|DIRETTO|S|C25C16000050008|26/01/2016|0803800300000778802016|18/04/2016|0803800300000837942016|07/07/2016|0803800300000895102016|05/08/2016||||||||11,392054733591|44,8958295511245|0
0803800300000214402014|28/02/2014|||0803800300000476722015|ACCETTATA DA PA|24/04/2015|BONDENO|E3|DIRETTO|S|C25C15001320001|22/12/2015|0803800300000741132016|17/03/2016|0803800300000816362016|20/06/2016||||||||||11,3789068456247|44,8399916661193|0
0803800300000167372014|28/01/2014|||0803800300000476762015|ACCETTATA DA PA|18/03/2015|BONDENO|E2|DIRETTO|S|C25C15001180008|08/10/2015|0803800300000688692015|17/11/2015|0803800300000711482015|18/01/2016|0803800300000755112016|11/03/2016|0803800300000803412016|13/05/2016||||||11,3305077789018|44,907757867018|0
0803800300000191592014|10/02/2014|||0803800300000476842015|ACCETTATA DA PA|10/04/2015|BONDENO|E3|DIRETTO|S|C25C16000670008|16/06/2016||||||||||||||11,4626643|44,8331123|999
0803800300000127532013|14/01/2014|||0803800300000477322015|ACCETTATA DA PA|10/04/2015|BONDENO|E3|DIRETTO|S|C25C15001070008|19/08/2015|0803800300000653732015|09/09/2015|0803800300000735252015|24/02/2016|0803800300000788332016|27/04/2016|0803800300000861362016|05/08/2016||||||11,4626469|44,8331133|999
0803800300000276662014|09/06/2014|||0803800300000477682015|ACCETTATA DA PA|28/12/2015|BONDENO|E1|DIRETTO|S|C25C15001390008|28/12/2015|0803800300000760302016|16/02/2016|0803800300000841842016|05/07/2016||||||||||11,3861533458825|44,8713462366276|0
0803800300000186352014|06/02/2014|||0803800300000479472015|ACCETTATA DA PA|16/04/2015|BONDENO|E2|DIRETTO|S|C25C15001170008|06/10/2015|0803800300000684642015|16/10/2015|0803800300000778132016|15/04/2016|0803800300000856412016|01/08/2016||||||||11,3543206338989|44,9120831578219|0,333
||||0803800300000479512015|ACCETTATA DA PA|14/12/2015|BONDENO|E3|DIRETTO|S|C25C16000770008|19/07/2016||||||||||||||11,4626669|44,8331122|999
||||0803800300000481122015|DEPOSITATA|21/08/2016|BONDENO|E2|DIRETTO|S||||||||||||||||11,4034590956185|44,8758709153141|0
0803800300000149472013|20/01/2014|||0803800300000489012015|ACCETTATA DA PA|19/03/2015|BONDENO|E2|DIRETTO|NO|C25C16000000008|12/01/2016|0803800300000746992016|05/02/2016||||||||||||11,3267801102711|44,8784372355744|0,1
||||0803800300000489442015|DEPOSITATA|16/06/2015|BONDENO|E2|DIRETTO|S||||||||||||||||11,3523309504118|44,9169589913074|0
||||0803800300000490602015|ACCETTATA DA PA|07/05/2015|BONDENO|E1|DIRETTO|S|C25C15001370001|24/12/2015|0803800300000745182016|04/04/2016||||||||||||11,3305077789018|44,907757867018|0
0803800300000207042014|30/04/2014|||0803800300000491602015|ACCETTATA DA PA|31/12/2015|BONDENO|E2|DIRETTO|S|C25C16000600008|07/06/2016||||||||||||||11,2860271|44,9371105|999
0803800300000225512014|23/07/2014|||0803800300000497192015|ACCETTATA DA PA|11/01/2016|BONDENO|E3|DIRETTO|S|C25C16000430008|26/04/2016|0803800300000836032016|16/05/2016||||||||||||11,4376151482809|44,8919011523446|0
0803800300000221732014|18/07/2014|||0803800300000499212015|DEPOSITATA|09/08/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,3250839206781|44,9135077251034|0,5
0803800300000221262014|22/07/2014|||0803800300000499362015|ACCETTATA DA PA|13/04/2015|BONDENO|E3|DIRETTO|S|C25C15001380001|28/12/2015||||||||||||||11,3418908916923|44,8729294127048|0
0803800300000219322014|16/07/2014|||0803800300000499652015|ACCETTATA DA PA|23/12/2015|BONDENO|E1|DIRETTO|S|C25C16000700008|27/06/2016||||||||||||||11,3543206338989|44,9120831578219|0
||||0803800300000499912015|ACCETTATA DA PA|26/05/2016|BONDENO|E3|DIRETTO|S|C25C16000900008|26/08/2016||||||||||||||11,3543206338989|44,9120831578219|0
0803800300000208712014|28/02/2014|||0803800300000502862015|ACCETTATA DA PA|24/04/2015|BONDENO|E3|DIRETTO|S|C25C15001340008|22/12/2015|0803800300000741162016|17/03/2016|0803800300000799702016|30/05/2016|0803800300000855972016|23/08/2016||||||||11,3789068456247|44,8399916661193|0
0803800300000199962014|25/02/2014|||0803800300000503482015|ACCETTATA DA PA|27/04/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,4245434|44,8853297|999
0803800300000137282013|06/02/2014|||0803800300000507222015|ACCETTATA DA PA|28/04/2015|BONDENO|E2|DIRETTO|NO||||||||||||||||11,4169012098194|44,8854042884157|0
0803800300000201512014|05/03/2014|||0803800300000510172015|ACCETTATA DA PA|25/08/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||11,4335588181116|44,8593079073953|0
0803800300000241452014|28/02/2014|||0803800300000510562015|ACCETTATA DA PA|24/04/2015|BONDENO|E3|DIRETTO|S|C25C15001310008|22/12/2015|0803800300000741122016|17/03/2016|0803800300000816572016|26/07/2016||||||||||11,3789068456247|44,8399916661193|0
0803800300000201292014|04/03/2014|||0803800300000510872015|DEPOSITATA|15/05/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,4423786453924|44,8679430846905|0
0803800300000179832014|31/01/2014|||0803800300000511022015|ACCETTATA DA PA|19/05/2015|BONDENO|E2|DIRETTO|S|C25C15001210008|14/10/2015|0803800300000703392015|10/11/2015|0803800300000758592016|18/03/2016|0803800300000802632016|05/05/2016|0803800300000861642016|22/08/2016||||||11,3543206338989|44,9120831578219|0,333
0803800300000202772014|25/03/2014|||0803800300000517512015|ACCETTATA DA PA|24/12/2015|BONDENO|E3|DIRETTO|S|C25C16000200008|14/03/2016|0803800300000833512016|28/06/2016||||||||||||11,4188668979117|44,8805499822807|0,333
||||0803800300000523922015|ACCETTATA DA PA|12/10/2015|BONDENO|E3|DIRETTO|S|C25C16000260008|04/04/2016|0803800300000835882016|03/08/2016||||||||||||11,2922608891935|44,9434541874684|0
0803800300000271572014|29/07/2014|||0803800300000526122015|ACCETTATA DA PA|31/12/2015|BONDENO|E3|DIRETTO|S|C25C16000610001|07/06/2016||||||||||||||11,3344723477014|44,9157507446922|0
0803800300000177742014|31/01/2014|||0803800300000527092015|ACCETTATA DA PA|18/05/2015|BONDENO|E3|DIRETTO|S|C25C16000690008|27/06/2016|0803800300000870422016|22/08/2016||||||||||||11,3543206338989|44,9120831578219|0
0803800300000271982014|17/07/2014|0803800300000524272015|24/04/2015|0803800300000528542015|ACCETTATA DA PA|22/08/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,3418908916923|44,8729294127048|0
0803800300000161262013|28/01/2014|||0803800300000530052015|ACCETTATA DA PA|02/07/2015|BONDENO|E3|DIRETTO|S|C25C16000270001|06/04/2016|0803800300000853442016|19/07/2016||||||||||||11,3124560286195|44,9437802774563|0
0803800300000191832014|10/02/2014|0803800300000525072015|24/04/2015|0803800300000530392015|ACCETTATA DA PA|07/05/2015|BONDENO|E2|DIRETTO|S|C25C16000870008|11/08/2016||||||||||||||11,2735346195942|44,9085918936705|0
0803800300000233272014|23/07/2014|||0803800300000533782015|ACCETTATA DA PA|18/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,4317394614653|44,8759497388901|0,1
0803800300000179992014|03/02/2014|||0803800300000536232015|ACCETTATA DA PA|30/07/2015|BONDENO|E3|DIRETTO|S|C25C16000340008|18/04/2016|0803800300000824582016|09/05/2016||||||||||||11,3659045804866|44,8654866393299|0
0803800300000213192014|09/07/2014|||0803800300000536922015|ACCETTATA DA PA|21/12/2015|BONDENO|E2|DIRETTO|S|C25C16000220008|15/03/2016|0803800300000801702016|30/05/2016|0803800300000852162016|22/08/2016||||||||||11,3852833244371|44,8644984741097|0
||||0803800300000542152015|DEPOSITATA|15/05/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,4335588181116|44,8593079073953|0
0803800300000218282014|22/07/2014|0803800300000554082015|13/05/2015|0803800300000566152015|DEPOSITATA|30/06/2015|BONDENO|E2|DIRETTO|NO||||||||||||||||11,3852833244371|44,8644984741097|0
0803800300000211302014|14/02/2014|0803800300000545442015|19/05/2015|0803800300000585632015|ACCETTATA DA PA|14/12/2015|BONDENO|E2|DIRETTO|S||||||||||||||||11,4335588181116|44,8593079073953|0
0803800300000175682014|30/01/2014|0803800300000538302015|12/05/2015|0803800300000587462015|DEPOSITATA|10/07/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||11,3984378649586|44,9117227753046|0,3
0803800300000139992013|16/01/2014|0803800300000561792015|15/05/2015|0803800300000587622015|DEPOSITATA|03/02/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000210252014|29/05/2014|0803800300000557252015|01/06/2015|0803800300000590552015|ACCETTATA DA PA|30/12/2015|BONDENO|E3|DIRETTO|S|C25C16000450001|27/04/2016||||||||||||||11,323932531918|44,9182407483218|0
||||0803800300000591672015|ACCETTATA DA PA|23/06/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,4303272|44,8796964|999
0803800300000201162014|04/03/2014|0803800300000556732015|18/05/2015|0803800300000592762015|DEPOSITATA|29/12/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||||
0803800300000178432014|21/02/2014|0803800300000537522015|12/05/2015|0803800300000593372015|DEPOSITATA|27/09/2015|BONDENO|E2|DIRETTO|S||||||||||||||||11,2831991700637|44,8947588220476|0
0803800300000216572014|11/07/2014|0803800300000552402015|13/05/2015|0803800300000593392015|ACCETTATA DA PA|16/12/2015|BONDENO|E1|DIRETTO|S||||||||||||||||11,3543206338989|44,9120831578219|0
0803800300000191502014|17/02/2014|0803800300000557682015|14/05/2015|0803800300000595982015|ACCETTATA DA PA|25/01/2016|BONDENO|E3|DIRETTO|S|C25C16000280008|07/04/2016|0803800300000815362016|18/04/2016|0803800300000852512016|14/07/2016||||||||||11,3305077789018|44,907757867018|0
0803800300000182082014|03/02/2014|0803800300000573752015|09/06/2015|0803800300000596132015|ACCETTATA DA PA|30/12/2015|BONDENO|E3|DIRETTO|S|C25C16000380008|21/04/2016|0803800300000827392016|09/05/2016||||||||||||11,4303272|44,8796964|999
0803800300000216332014|09/07/2014|0803800300000567172015|14/05/2015|0803800300000596312015|DEPOSITATA|30/06/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,3743721801649|44,9347006733125|1
0803800300000249202014|30/04/2014|0803800300000548012015|12/05/2015|0803800300000596332015|ACCETTATA DA PA|09/07/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,3305077789018|44,907757867018|0
||||0803800300000601992015|PRESA IN CARICO|07/09/2015|BONDENO|E2|DIRETTO|NO||||||||||||||||11,4239853|44,8854314|999
||||0803800300000602872015|PRESA IN CARICO|07/09/2015|BONDENO|E2|DIRETTO|NO||||||||||||||||11,4147735322239|44,8875310384981|0
0803800300000201042014|28/03/2014|0803800300000563352015|14/05/2015|0803800300000603142015|DEPOSITATA|30/06/2015|BONDENO|E2|DIRETTO|NO||||||||||||||||11,3984378649586|44,9117227753046|0
0803800300000128452013|24/01/2014|0803800300000531612015|11/05/2015|0803800300000603262015|DEPOSITATA|18/09/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,3940506716104|44,896088678105|0
||||0803800300000605982015|ACCETTATA DA PA|10/12/2015|BONDENO|E3|DIRETTO|S|C25C16000170001|10/03/2016|0803800300000793972016|03/05/2016|0803800300000833792016|26/05/2016|0803800300000850142016|21/07/2016||||||||11,4626608|44,8331125|999
0803800300000215652014|04/07/2014|0803800300000546252015|13/05/2015|0803800300000606122015|ACCETTATA DA PA|10/12/2015|BONDENO|E1|DIRETTO|S|C25C16000570008|23/05/2016|0803800300000847842016|29/07/2016||||||||||||11,4835187431387|44,9073994832376|0
0803800300000271612014|05/08/2014|0803800300000549322015|14/05/2015|0803800300000606352015|ACCETTATA DA PA|11/01/2016|BONDENO|E3|DIRETTO|S|C25C16000310008|08/04/2016|0803800300000878372016|05/08/2016||||||||||||11,2963685888884|44,9319978157911|0
||||0803800300000607232015|ACCETTATA DA PA|23/12/2015|BONDENO|E3|DIRETTO|S|C25C16000540008|06/05/2016|0803800300000838952016|16/06/2016||||||||||||11,4626608|44,8331125|999
||||0803800300000607452015|ACCETTATA DA PA|18/08/2015|BONDENO|E3|DIRETTO|S|C25C16000060008|27/01/2016||||||||||||||11,3129982987074|44,8954806808173|0
||||0803800300000608252015|ACCETTATA DA PA|28/01/2016|BONDENO|E2|DIRETTO|S|C25C16000360008|19/04/2016|0803800300000836412016|11/05/2016||||||||||||11,4188668979117|44,8805499822807|0
0803800300000134192013|16/01/2014|0803800300000529532015|11/05/2015|0803800300000610112015|ACCETTATA DA PA|30/12/2015|BONDENO|E3|DIRETTO|S||||||||||||||||11,3523309504118|44,9169589913074|0
0803800300000196222014|13/02/2014|0803800300000556372015|13/05/2015|0803800300000610622015|ACCETTATA DA PA|23/12/2015|BONDENO|E3|DIRETTO|S|C25C16000580008|31/05/2016||||||||||||||11,3543206338989|44,9120831578219|0
0803800300000134742013|16/01/2014|0803800300000529542015|13/05/2015|0803800300000610932015|ACCETTATA DA PA|30/12/2015|BONDENO|E3|DIRETTO|S||||||||||||||||11,3523309504118|44,9169589913074|0
0803800300000277332014|18/09/2014|0803800300000555512015|15/05/2015|0803800300000615032015|DEPOSITATA|27/08/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,4423786453924|44,8679430846905|0
0803800300000129072013|07/01/2014|0803800300000545652015|12/05/2015|0803800300000631552015|DEPOSITATA|25/08/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||11,3124560286195|44,9437802774563|0
||||0803800300000636352015|ACCETTATA DA PA|05/07/2016|BONDENO|E3|DIRETTO|S||||||||||||||||11,2920508962814|44,903562924486|0
0803800300000177482014|31/01/2014|0803800300000537032015|15/05/2015|0803800300000644822015|DEPOSITATA|21/12/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||||
0803800300000226572014|23/07/2014|0803800300000538542015|05/05/2015|0803800300000668802015|DEPOSITATA|15/12/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||||
0803800300000130402013|09/01/2014|0803800300000541182015|12/05/2015|0803800300000676852015|DEPOSITATA|28/10/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||11,4423786453924|44,8679430846905|0
0803800300000179082014|31/01/2014|0803800300000550512015|12/05/2015|0803800300000677272015|DEPOSITATA|10/11/2015|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000187412014|09/07/2014|0803800300000553932015|13/05/2015|0803800300000682132015|ACCETTATA DA PA|16/06/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000177442014|22/07/2014|0803800300000520642015|12/05/2015|0803800300000685332015|DEPOSITATA|22/12/2015|BONDENO|E2|DIRETTO|S||||||||||||||||||
0803800300000173642014|05/02/2014|0803800300000555282015|15/05/2015|0803800300000690612015|DEPOSITATA|24/10/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||11,3124560286195|44,9437802774563|0
0803800300000213842014|13/05/2014|0803800300000546812015|15/05/2015|0803800300000691352015|DEPOSITATA|25/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000691402015|DEPOSITATA|12/04/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000691772015|DEPOSITATA|11/12/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000269112014|13/05/2014|0803800300000546552015|15/05/2015|0803800300000695182015|DEPOSITATA|26/03/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
||||0803800300000697122015|DEPOSITATA|17/11/2015|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000191982014|10/02/2014|0803800300000558892015|13/05/2015|0803800300000697432015|DEPOSITATA|05/11/2015|BONDENO|E3|DIRETTO|NO||||||||||||||||||
||||0803800300000704162015|DEPOSITATA|30/08/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000217542014|10/09/2014|0803800300000546732015|15/05/2015|0803800300000710182015|DEPOSITATA|01/12/2015|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000271592014|29/07/2014|0803800300000527612015|12/05/2015|0803800300000712422015|DEPOSITATA|01/12/2015|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000219922014|29/07/2014|0803800300000557932015|14/05/2015|0803800300000725542015|DEPOSITATA|31/12/2015|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000219712014|29/07/2014|0803800300000557792015|14/05/2015|0803800300000729202015|DEPOSITATA|31/12/2015|BONDENO|E2|DIRETTO|S||||||||||||||||||
0803800300000268922014|08/05/2014|0803800300000552922015|15/05/2015|0803800300000730062015|DEPOSITATA|30/04/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000246122014|18/07/2014|0803800300000537552015|12/05/2015|0803800300000732162015|DEPOSITATA|24/05/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000211382014|28/05/2014|0803800300000519982015|13/05/2015|0803800300000732192015|DEPOSITATA|17/02/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000178302014|31/01/2014|0803800300000520032015|12/05/2015|0803800300000732202015|DEPOSITATA|16/02/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000732292015|DEPOSITATA|06/04/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000269892014|10/09/2014|0803800300000546502015|18/06/2015|0803800300000733012015|DEPOSITATA|30/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000735482015|DEPOSITATA|29/12/2015|BONDENO|E1|DIRETTO|S||||||||||||||||||
0803800300000270242014|21/04/2015|0803800300000557842015|15/05/2015|0803800300000735982015|DEPOSITATA|30/04/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000736662015|DEPOSITATA|29/12/2015|BONDENO|E1|DIRETTO|NO||||||||||||||||||
0803800300000219612014|29/07/2014|0803800300000557732015|14/05/2015|0803800300000738992015|DEPOSITATA|31/12/2015|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000743622016|DEPOSITATA|16/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000352322014|13/08/2014|0803800300000547792015|12/05/2015|0803800300000747062016|DEPOSITATA|02/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000175832014|30/01/2014|0803800300000535012015|05/05/2015|0803800300000748182016|DEPOSITATA|04/02/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000186382014|06/02/2014|0803800300000547942015|12/05/2015|0803800300000761732016|DEPOSITATA|27/04/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000202762014|07/03/2014|0803800300000554192015|13/05/2015|0803800300000761912016|DEPOSITATA|20/06/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000168412014|30/01/2014|0803800300000541442015|12/05/2015|0803800300000770452016|DEPOSITATA|14/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000167252014|21/01/2014|0803800300000528812015|13/05/2015|0803800300000771522016|ACCETTATA DA PA|30/06/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
||||0803800300000774812016|ACCETTATA DA PA|04/05/2016|BONDENO|E1|DIRETTO|S|C25C16000880001|17/08/2016||||||||||||||||
||||0803800300000776182016|DEPOSITATA|23/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000776772016|ACCETTATA DA PA|25/07/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000222542014|06/05/2014|0803800300000526382015|18/05/2015|0803800300000779922016|DEPOSITATA|08/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000196262014|19/02/2014|0803800300000528712015|19/06/2015|0803800300000784162016|DEPOSITATA|24/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000784362016|DEPOSITATA|24/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000352272014|13/08/2014|0803800300000544912015|12/05/2015|0803800300000786722016|DEPOSITATA|08/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000227522014|06/05/2014|0803800300000526222015|18/05/2015|0803800300000788682016|DEPOSITATA|08/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000789162016|DEPOSITATA|24/03/2016|BONDENO|E0|DIRETTO|S||||||||||||||||||
0803800300000234062014|24/07/2014|0803800300000554312015|14/05/2015|0803800300000790222016|DEPOSITATA|29/04/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000233882014|23/07/2014|0803800300000550642015|13/05/2015|0803800300000790812016|DEPOSITATA|05/07/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000274482014|05/08/2014|0803800300000565822015|19/05/2015|0803800300000791222016|DEPOSITATA|29/07/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000168302014|30/01/2014|0803800300000541912015|14/05/2015|0803800300000791262016|DEPOSITATA|17/03/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000174302014|30/01/2014|0803800300000549392015|15/05/2015|0803800300000791442016|DEPOSITATA|16/06/2016|BONDENO|E1|DIRETTO|NO||||||||||||||||||
0803800300000228612014|23/07/2014|0803800300000563092015|15/05/2015|0803800300000791882016|DEPOSITATA|09/03/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000792082016|DEPOSITATA|25/05/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000179442014|31/01/2014|0803800300000555962015|14/05/2015|0803800300000792952016|DEPOSITATA|29/08/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
0803800300000274362014|27/08/2014|0803800300000565992015|19/05/2015|0803800300000794162016|DEPOSITATA|14/04/2016|BONDENO|E2|DIRETTO|S||||||||||||||||||
0803800300000206862014|01/04/2014|0803800300000554332015|19/05/2015|0803800300000794182016|DEPOSITATA|29/04/2016|BONDENO|E3|DIRETTO|NO||||||||||||||||||
||||0803800300000794392016|DEPOSITATA|14/04/2016|BONDENO|E2|DIRETTO|S||||||||||||||||||
0803800300000182052014|03/02/2014|0803800300000566032015|16/06/2015|0803800300000795002016|DEPOSITATA|27/07/2016|BONDENO|E2|DIRETTO|NO||||||||||||||||||
0803800300000182872014|04/02/2014|0803800300000548722015|12/05/2015|0803800300000795232016|DEPOSITATA|21/03/2016|BONDENO|E2|DIRETTO|S||||||||||||||||||
||||0803800300000796752016|ACCETTATA DA PA|30/06/2016|BONDENO|E2|DIRETTO|NO|||4036||||||||||||
0803800300000276222014|21/04/2015|0803800300000564242015|15/05/2015|0803800300000798082016|DEPOSITATA|05/04/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
||||0803800300000799042016|DEPOSITATA|21/04/2016|BONDENO|E3|DIRETTO|S||||||||||||||||||
0803800300000196232014|14/02/2014|0803800300000528692015|11/05/2015|0803800300000800082016|DEPOSITATA|05/07/2016|BONDENO|E1|DIRETTO|NO||||||||||||||||||
